Table.Name;Field.Name;DataType
Firm;firm_CreationUser;INT64
Firm;firm_CreationTime;DateTime
Firm;firm_LastUpdateUser;INT64
Firm;firm_LastUpdateTime;DateTime
Firm;firm_Version;Positive integer
Firm;firm_PaymentTerm;Positive integer
Fund;fnd_Id;INT64
Fund;fnd_CreationUser;INT64
Fund;fnd_CreationTime;DateTime
Fund;fnd_LastUpdateUser;INT64
Fund;fnd_LastUpdateTime;DateTime
Fund;fnd_Version;Positive integer
Fund;fnd_Successor;INT64
VATCode;vatc_Id;INT64
VATCode;vatc_CreationUser;INT64
VATCode;vatc_CreationTime;DateTime
VATCode;vatc_LastUpdateUser;INT64
VATCode;vatc_LastUpdateTime;DateTime
VATCode;vatc_Version;Positive integer
VATCode;vatc_Code;String
VATCode;vatc_Description;String
VATCodeDescription;ml62_Description;INT64
VATCodeDescription;ml62_Language;INT64
VATCodeDescription;ml62_Translation;String
VATCodeDescription;ml62_Version;Positive integer
VATRate;vatr_Id;INT64
VATRate;vatr_CreationUser;INT64
VATRate;vatr_CreationTime;DateTime
VATRate;vatr_LastUpdateUser;INT64
VATRate;vatr_LastUpdateTime;DateTime
VATRate;vatr_Version;Positive integer
VATRate;vatr_Code;INT64
VATRate;vatr_Rate;Positive fractional
VATRate;vatr_StartDate;Date
VATRate;vatr_EndDate;Date
PriceList;prcl_Id;INT64
PriceList;prcl_CreationUser;INT64
PriceList;prcl_CreationTime;DateTime
PriceList;prcl_LastUpdateUser;INT64
PriceList;prcl_LastUpdateTime;DateTime
PriceList;prcl_Version;Positive integer
PriceList;prcl_Mnemonic;Mnemonic
PriceList;prcl_Description;String
PriceList;prcl_Extension;INT64
BillingCode;bc_Id;INT64
BillingCode;bc_CreationUser;INT64
BillingCode;bc_CreationTime;DateTime
BillingCode;bc_LastUpdateUser;INT64
BillingCode;bc_LastUpdateTime;DateTime
BillingCode;bc_Version;Positive integer
BillingCode;bc_Code;String
BillingCode;bc_ExternalDescription;String
BillingCodxtrnalDscripti;ml63_ExternalDescription;INT64
BillingCodxtrnalDscripti;ml63_Language;INT64
BillingCodxtrnalDscripti;ml63_Translation;String
BillingCodxtrnalDscripti;ml63_Version;Positive integer
BillingCode;bc_InternalDescription;String
PriceCode;prcc_Id;INT64
PriceCode;prcc_CreationUser;INT64
PriceCode;prcc_CreationTime;DateTime
PriceCode;prcc_LastUpdateUser;INT64
PriceCode;prcc_LastUpdateTime;DateTime
PriceCode;prcc_Version;Positive integer
PriceCode;prcc_Mnemonic;Mnemonic
PriceCode;prcc_Description;String
PriceFormula;prcf_Id;INT64
PriceFormula;prcf_CreationUser;INT64
PriceFormula;prcf_CreationTime;DateTime
PriceFormula;prcf_LastUpdateUser;INT64
PriceFormula;prcf_LastUpdateTime;DateTime
PriceFormula;prcf_Version;Positive integer
PriceFormula;prcf_Code;INT64
PriceFormula;prcf_StartDate;Date
PriceFormula;prcf_EndDate;Date
PriceFormula;prcf_Multiplier;Fractional
PriceFormula;prcf_FixedAmount;Fractional
DiscountCode;dscc_Id;INT64
DiscountCode;dscc_CreationUser;INT64
DiscountCode;dscc_CreationTime;DateTime
DiscountCode;dscc_LastUpdateUser;INT64
DiscountCode;dscc_LastUpdateTime;DateTime
DiscountCode;dscc_Version;Positive integer
DiscountCode;dscc_Mnemonic;Mnemonic
DiscountCode;dscc_ExternalDescription;String
DiscountCodxtrnalDscripti;ml64_ExternalDescription;INT64
DiscountCodxtrnalDscripti;ml64_Language;INT64
DiscountCodxtrnalDscripti;ml64_Translation;String
DiscountCodxtrnalDscripti;ml64_Version;Positive integer
DiscountCode;dscc_InternalDescription;String
DiscountFormula;dscf_Id;INT64
DiscountFormula;dscf_CreationUser;INT64
DiscountFormula;dscf_CreationTime;DateTime
DiscountFormula;dscf_LastUpdateUser;INT64
DiscountFormula;dscf_LastUpdateTime;DateTime
DiscountFormula;dscf_Version;Positive integer
DiscountFormula;dscf_Code;INT64
DiscountFormula;dscf_Rate;Fractional
DiscountFormula;dscf_StartDate;Date
DiscountFormula;dscf_EndDate;Date
ExecutingClass;excl_Id;INT64
ExecutingClass;excl_CreationUser;INT64
ExecutingClass;excl_CreationTime;DateTime
ExecutingClass;excl_LastUpdateUser;INT64
ExecutingClass;excl_LastUpdateTime;DateTime
ExecutingClass;excl_Version;Positive integer
ExecutingClass;excl_Mnemonic;Mnemonic
ExecutingClass;excl_Description;String
ReimbursementClass;rbcl_Id;INT64
ReimbursementClass;rbcl_CreationUser;INT64
ReimbursementClass;rbcl_CreationTime;DateTime
ReimbursementClass;rbcl_LastUpdateUser;INT64
ReimbursementClass;rbcl_LastUpdateTime;DateTime
ReimbursementClass;rbcl_Version;Positive integer
ReimbursementClass;rbcl_Mnemonic;Mnemonic
ReimbursementClass;rbcl_Description;String
gp_MailMessage;mlms_Version;Positive integer
gp_MailMessage;mlms_Content;String
gp_MailMessage;mlms_Subject;String
gp_MailMessage;mlms_CreationTime;DateTime
gp_MailMessage;mlms_Sender;INT64
gp_MailMessage;mlms_Id;INT64
gp_MailReceipt;mlrc_Version;Positive integer
gp_MailReceipt;mlrc_Recipient;INT64
gp_MailReceipt;mlrc_Message;INT64
sc_UserGroupAssignment;usra_Version;Positive integer
sc_UserGroupAssignment;usra_LastUpdateTime;DateTime
sc_UserGroupAssignment;usra_LastUpdateUser;INT64
sc_UserGroupAssignment;usra_CreationTime;DateTime
sc_UserGroupAssignment;usra_CreationUser;INT64
sc_UserGroupAssignment;usra_User;INT64
sc_UserGroupAssignment;usra_Group;INT64
sc_UserGroup;usrg_Version;Positive integer
sc_UserGroup;usrg_LastUpdateTime;DateTime
sc_UserGroup;usrg_LastUpdateUser;INT64
sc_UserGroup;usrg_CreationTime;DateTime
sc_UserGroup;usrg_CreationUser;INT64
sc_UserGroup;usrg_Name;String
sc_UserGroup;usrg_Id;INT64
Provision;prov_Id;INT64
Provision;prov_CreationUser;INT64
Provision;prov_CreationTime;DateTime
Provision;prov_LastUpdateUser;INT64
Provision;prov_LastUpdateTime;DateTime
Provision;prov_Version;Positive integer
Provision;prov_Executor;INT64
Provision;prov_Lab;INT64
Provision;prov_ExecutingClass;INT64
Provision;prov_StartTime;DateTime
Provision;prov_EndTime;DateTime
PolicyName;plcn_Id;INT64
PolicyName;plcn_CreationUser;INT64
PolicyName;plcn_CreationTime;DateTime
PolicyName;plcn_LastUpdateUser;INT64
PolicyName;plcn_LastUpdateTime;DateTime
PolicyName;plcn_Version;Positive integer
PolicyName;plcn_Code;String
PolicyName;plcn_Description;String
Policy;plcy_Id;INT64
Policy;plcy_CreationUser;INT64
Policy;plcy_CreationTime;DateTime
Policy;plcy_LastUpdateUser;INT64
Policy;plcy_LastUpdateTime;DateTime
Policy;plcy_Version;Positive integer
Policy;plcy_Mnemonic;Mnemonic
Policy;plcy_Description;String
PolicyName;plcn_Policy;INT64
gp_MailMessage;mlms_Priority;Enumerated
gp_MailReceipt;mlrc_Status;Enumerated
PolicyClause;plcc_Id;INT64
PolicyClause;plcc_CreationUser;INT64
PolicyClause;plcc_CreationTime;DateTime
PolicyClause;plcc_LastUpdateUser;INT64
PolicyClause;plcc_LastUpdateTime;DateTime
PolicyClause;plcc_Version;Positive integer
PolicyClause;plcc_Policy;INT64
PolicyClause;plcc_ReimburserType;Enumerated
PolicyClause;plcc_ReimbursementClass;INT64
PolicyClause;plcc_StartDate;Date
PolicyClause;plcc_EndDate;Date
PolicyClause;plcc_Multiplier;Fractional
PolicyClause;plcc_FixedAmount;Fractional
PolicyClause;plcc_Description;String
Account;acnt_Id;INT64
Account;acnt_CreationUser;INT64
Account;acnt_CreationTime;DateTime
Account;acnt_LastUpdateUser;INT64
Account;acnt_LastUpdateTime;DateTime
Account;acnt_Version;Positive integer
Account;acnt_Number;String
Account;acnt_Description;String
Tariff;tar_Id;INT64
Tariff;tar_CreationUser;INT64
Tariff;tar_CreationTime;DateTime
Tariff;tar_LastUpdateUser;INT64
Tariff;tar_LastUpdateTime;DateTime
Tariff;tar_Version;Positive integer
Tariff;tar_BillingCode;INT64
Tariff;tar_PriceList;INT64
Tariff;tar_StartDate;Date
Tariff;tar_EndDate;Date
Tariff;tar_PriceCode;INT64
Tariff;tar_VATCode;INT64
Tariff;tar_Account;INT64
Tariff;tar_ToCharge;Logical
Tariff;tar_BaseValue;Fractional
Tariff;tar_NomenclatureCode;String
PaymentAgreement;paya_Id;INT64
PaymentAgreement;paya_CreationUser;INT64
PaymentAgreement;paya_CreationTime;DateTime
PaymentAgreement;paya_LastUpdateUser;INT64
PaymentAgreement;paya_LastUpdateTime;DateTime
PaymentAgreement;paya_Version;Positive integer
PaymentAgreement;paya_Party;INT64
PaymentAgreement;paya_ReceivingLab;INT64
PaymentAgreement;paya_Fund;INT64
PaymentAgreement;paya_PolicyName;INT64
PaymentAgreement;paya_Matriculation;String
PaymentAgreement;paya_Container;INT64
PaymentAgreement;paya_Relation;Enumerated
PaymentAgreement;paya_DefaultSeqNo;Positive integer
PaymentAgreement;paya_PriceList;INT64
PaymentAgreement;paya_StartDate;Date
PaymentAgreement;paya_EndDate;Date
Invoice;inv_Id;INT64
Invoice;inv_CreationUser;INT64
Invoice;inv_CreationTime;DateTime
Invoice;inv_LastUpdateUser;INT64
Invoice;inv_LastUpdateTime;DateTime
Invoice;inv_Version;Positive integer
Invoice;inv_Firm;INT64
Invoice;inv_Payer;INT64
Invoice;inv_DocNo;String
Invoice;inv_PrintOutCount;Positive integer
Invoice;inv_ExternalDate;Date
Invoice;inv_Status;Enumerated
Invoice;inv_Phrase;String
OrderSet;os_Id;INT64
OrderSet;os_CreationUser;INT64
OrderSet;os_CreationTime;DateTime
OrderSet;os_LastUpdateUser;INT64
OrderSet;os_LastUpdateTime;DateTime
OrderSet;os_Version;Positive integer
OrderSet;os_ReimbursementParty;INT64
OrderSet;os_PartyType;Enumerated
OrderSet;os_Label;String
OrderSet;os_Description;String
OrderSet;os_TariffTime;DateTime
OrderSet;os_DispatchingLab;INT64
OrderSet;os_ReceivingLab;INT64
BillingCodeAssignment;bcas_Id;INT64
BillingCodeAssignment;bcas_CreationUser;INT64
BillingCodeAssignment;bcas_CreationTime;DateTime
BillingCodeAssignment;bcas_LastUpdateUser;INT64
BillingCodeAssignment;bcas_LastUpdateTime;DateTime
BillingCodeAssignment;bcas_Version;Positive integer
BillingCodeAssignment;bcas_StartDate;Date
BillingCodeAssignment;bcas_EndDate;Date
BillingCodeAssignment;bcas_BillingCode;INT64
BillingCodeAssignment;bcas_ExecutingClass;INT64
Financing;fnc_Id;INT64
Financing;fnc_CreationUser;INT64
Financing;fnc_CreationTime;DateTime
Financing;fnc_LastUpdateUser;INT64
Financing;fnc_LastUpdateTime;DateTime
Financing;fnc_Version;Positive integer
Financing;fnc_OrderSet;INT64
Financing;fnc_PaymentAgreement;INT64
Financing;fnc_SeqNo;Positive integer
Order;ord_TariffingStatus;Enumerated
Property;prop_Comment;INT64
Material;mat_Comment;INT64
lg_Entry;lge_CreationTime;DateTime
lg_Entry;lge_CreationUser;INT64
lg_Entry;lge_Version;Positive integer
lg_Entry;lge_Message;String
lg_Entry;lge_Severity;Enumerated
lg_Entry;lge_Log;INT64
lg_Log;log_LastUpdateTime;DateTime
lg_Log;log_LastUpdateUser;INT64
lg_Log;log_CreationTime;DateTime
lg_Log;log_Version;Positive integer
lg_Log;log_CreationUser;INT64
lg_Log;log_EntriesToKeep;Positive integer
lg_Log;log_ExpireDate;Date
lg_Log;log_Final;Logical
lg_Log;log_Location;String
lg_Log;log_Process;String
lg_Log;log_Type;INT64
lg_Log;log_Id;INT64
lg_Type;lgt_LastUpdateTime;DateTime
lg_Type;lgt_LastUpdateUser;INT64
lg_Type;lgt_CreationTime;DateTime
lg_Type;lgt_CreationUser;INT64
lg_Type;lgt_Version;Positive integer
lg_Type;lgt_ExpirePeriod;Positive integer
lg_Type;lgt_EntriesToKeep;Positive integer
lg_Type;lgt_Enabled;Logical
lg_Type;lgt_Name;String
lg_Type;lgt_Id;INT64
Invoice;inv_Amount;Fractional
Invoice;inv_GrossVAT;Fractional
SpecificSite;ssit_IItNetAmountDec;Positive integer
SpecificSite;ssit_IItGrossAmountDec;Positive integer
WestgardCheckTemplate;wgct_Id;INT64
WestgardCheckTemplate;wgct_CreationUser;INT64
WestgardCheckTemplate;wgct_CreationTime;DateTime
WestgardCheckTemplate;wgct_LastUpdateUser;INT64
WestgardCheckTemplate;wgct_LastUpdateTime;DateTime
WestgardCheckTemplate;wgct_Version;Positive integer
WestgardCheckTemplate;wgct_ValueCount;Positive integer
WestgardCheckTemplate;wgct_DeviationCount;Positive fractional
WestgardCheckTemplate;wgct_Placing;Enumerated
TriggCheckTemplate;tgct_Id;INT64
TriggCheckTemplate;tgct_CreationUser;INT64
TriggCheckTemplate;tgct_CreationTime;DateTime
TriggCheckTemplate;tgct_LastUpdateUser;INT64
TriggCheckTemplate;tgct_LastUpdateTime;DateTime
TriggCheckTemplate;tgct_Version;Positive integer
TriggCheckTemplate;tgct_SmoothingConstant;Positive fractional
TriggCheckTemplate;tgct_ConfidenceLevel;Positive fractional
TriggCheckTemplate;tgct_Limit;Positive fractional
TrendCheckTemplate;trct_Version;Positive integer
TrendCheckTemplate;trct_CountLimit;Positive integer
TrendCheckTemplate;trct_Id;INT64
TrendCheckTemplate;trct_CreationUser;INT64
TrendCheckTemplate;trct_CreationTime;DateTime
TrendCheckTemplate;trct_LastUpdateUser;INT64
TrendCheckTemplate;trct_LastUpdateTime;DateTime
AccuracyCheckTemplate;acct_Id;INT64
AccuracyCheckTemplate;acct_CreationUser;INT64
AccuracyCheckTemplate;acct_CreationTime;DateTime
AccuracyCheckTemplate;acct_LastUpdateUser;INT64
AccuracyCheckTemplate;acct_LastUpdateTime;DateTime
AccuracyCheckTemplate;acct_Version;Positive integer
AccuracyCheckTemplate;acct_Accuracy;Positive fractional
QCCheck;qcc_Id;INT64
QCCheck;qcc_CreationUser;INT64
QCCheck;qcc_CreationTime;DateTime
QCCheck;qcc_LastUpdateUser;INT64
QCCheck;qcc_LastUpdateTime;DateTime
QCCheck;qcc_Version;Positive integer
QCCheck;qcc_Population;INT64
QCCheck;qcc_Active;Logical
AccuracyCheck;acc_CreationUser;INT64
AccuracyCheck;acc_CreationTime;DateTime
AccuracyCheck;acc_LastUpdateUser;INT64
AccuracyCheck;acc_LastUpdateTime;DateTime
AccuracyCheck;acc_Version;Positive integer
AccuracyCheck;acc_QCCheck;INT64
AccuracyCheck;acc_Template;INT64
TriggCheck;tgc_CreationUser;INT64
TriggCheck;tgc_CreationTime;DateTime
TriggCheck;tgc_LastUpdateUser;INT64
TriggCheck;tgc_LastUpdateTime;DateTime
TriggCheck;tgc_Version;Positive integer
TriggCheck;tgc_QCCheck;INT64
TriggCheck;tgc_Template;INT64
TriggCheck;tgc_InitialForecast;Fractional
TriggCheck;tgc_Forecast;Fractional
TriggCheck;tgc_ForecastError;Fractional
TriggCheck;tgc_SmoothedForecastError;Fractional
TriggCheck;tgc_InitialMAD;Fractional
TriggCheck;tgc_MAD;Fractional
TriggCheck;tgc_TrackingSignal;Fractional
TrendCheck;trc_CreationUser;INT64
TrendCheck;trc_CreationTime;DateTime
TrendCheck;trc_LastUpdateUser;INT64
TrendCheck;trc_LastUpdateTime;DateTime
TrendCheck;trc_Version;Positive integer
TrendCheck;trc_QCCheck;INT64
TrendCheck;trc_Template;INT64
TrendCheck;trc_CurrentTrend;Enumerated
TrendCheck;trc_TrendLength;Positive integer
WestgardCheck;wgc_CreationUser;INT64
WestgardCheck;wgc_CreationTime;DateTime
WestgardCheck;wgc_LastUpdateUser;INT64
WestgardCheck;wgc_LastUpdateTime;DateTime
WestgardCheck;wgc_Version;Positive integer
WestgardCheck;wgc_QCCheck;INT64
WestgardCheck;wgc_Template;INT64
QCCheck;qcc_Type;Enumerated
AccuracyCheckTemplate;acct_Severity;Positive integer
AccuracyCheckTemplate;acct_InternalComment;INT64
WestgardCheckTemplate;wgct_Severity;Positive integer
WestgardCheckTemplate;wgct_InternalComment;INT64
TrendCheckTemplate;trct_Severity;Positive integer
TrendCheckTemplate;trct_InternalComment;INT64
TriggCheckTemplate;tgct_Severity;Positive integer
TriggCheckTemplate;tgct_InternalComment;INT64
QCCheck;qcc_Name;String
SpecificSite;ssit_DefaultVATLiability;Logical
AccuracyCheckTemplate;acct_Name;String
WestgardCheckTemplate;wgct_Name;String
TrendCheckTemplate;trct_Name;String
TriggCheckTemplate;tgct_Name;String
WestgardCheckTemplate;wgct_PopulationCount;Positive integer
QCPopulation;qcp_AllowCrossChecks;Logical
QCPopulation;qcp_IgnoredDeviationCount;Positive fractional
rt_Table;rttb_ShortName;String
TriggCheck;tgc_StartTime;DateTime
QCPopulation;qcp_TargetMean;Fractional
TriggCheck;tgc_Count;Positive integer
TriggCheckHistory;tgch_CreationUser;INT64
TriggCheckHistory;tgch_CreationTime;DateTime
TriggCheckHistory;tgch_Version;Positive integer
TriggCheckHistory;tgch_TriggCheck;INT64
TriggCheckHistory;tgch_StartTime;DateTime
TriggCheckHistory;tgch_EndTime;DateTime
TriggCheckHistory;tgch_InitialForecast;Fractional
TriggCheckHistory;tgch_InitialMAD;Fractional
TriggCheckHistory;tgch_Count;Positive integer
TriggCheck;tgc_Id;INT64
TriggCheckHistory;tgch_TrackingSignal;Fractional
Lot;lot_Supplier;INT64
AssessmentMethod;amtd_Id;INT64
AssessmentMethod;amtd_CreationUser;INT64
AssessmentMethod;amtd_CreationTime;DateTime
AssessmentMethod;amtd_LastUpdateUser;INT64
AssessmentMethod;amtd_LastUpdateTime;DateTime
AssessmentMethod;amtd_Version;Positive integer
HCProvider;hcpr_Mnemonic;Mnemonic
AssessmentMethod;amtd_Station;INT64
AssessmentMethod;amtd_Property;INT64
AssessmentMethod;amtd_Status;Enumerated
AssessmentMethod;amtd_StatusComment;String
Identification;idnt_Code;String
AssessmentMethod;amtd_Quality;Enumerated
AssessmentMethod;amtd_QualityComment;String
AssessmentMethod;amtd_OutboundId;String
AssessmentMethod;amtd_InboundId;String
AssessmentMethod;amtd_Precision;Positive integer
AssessmentMethod;amtd_LowReject;Fractional
AssessmentMethod;amtd_LowTruncate;Fractional
AssessmentMethod;amtd_HighReject;Fractional
AssessmentMethod;amtd_HighTruncate;Fractional
AssessmentMethod;amtd_AutoConfirmSeverity;Positive integer
AssessmentMethod;amtd_AutoValidateSeverity;Positive integer
AssessmentMethod;amtd_QCAlarmSeverity;Positive integer
AssessmentMethod;amtd_RemoteMaterialId;String
PropertyOutput;prpo_AssessmentMethod;INT64
Station;stn_BarCodeOffset;Positive integer
Station;stn_BarCodeLength;Positive integer
ReportTemplate;rptp_Printer;INT64
WorkListTemplate;wlt_Printer;INT64
Material;mat_Label;INT64
MaterialInput;mati_Label;INT64
Encounter;enct_ExternalInfo;String
PaymentAgreement;paya_RemoteId;String
Norm;norm_Eligible;INT64
Request;rqst_Id;INT64
Request;rqst_CreationUser;INT64
Request;rqst_CreationTime;DateTime
Request;rqst_LastUpdateUser;INT64
Request;rqst_LastUpdateTime;DateTime
Request;rqst_Version;Positive integer
Request;rqst_Order;INT64
Request;rqst_Explicit;Logical
Request;rqst_ToCharge;Logical
Request;rqst_TariffingStatus;Enumerated
Requestable;rqbl_Id;INT64
Requestable;rqbl_CreationUser;INT64
Requestable;rqbl_CreationTime;DateTime
Requestable;rqbl_LastUpdateUser;INT64
Requestable;rqbl_LastUpdateTime;DateTime
Requestable;rqbl_Version;Positive integer
Requestable;rqbl_Mnemonic;Mnemonic
PropertyRequestable;pprb_Id;INT64
PropertyRequestable;pprb_CreationUser;INT64
PropertyRequestable;pprb_CreationTime;DateTime
PropertyRequestable;pprb_LastUpdateUser;INT64
PropertyRequestable;pprb_LastUpdateTime;DateTime
PropertyRequestable;pprb_Version;Positive integer
PropertyRequestable;pprb_Requestable;INT64
MaterialRequestable;mtrb_Id;INT64
MaterialRequestable;mtrb_CreationUser;INT64
MaterialRequestable;mtrb_CreationTime;DateTime
MaterialRequestable;mtrb_LastUpdateUser;INT64
MaterialRequestable;mtrb_LastUpdateTime;DateTime
MaterialRequestable;mtrb_Version;Positive integer
MaterialRequestable;mtrb_Requestable;INT64
PanelRequestable;pnrb_Id;INT64
PanelRequestable;pnrb_CreationUser;INT64
PanelRequestable;pnrb_CreationTime;DateTime
PanelRequestable;pnrb_LastUpdateUser;INT64
PanelRequestable;pnrb_LastUpdateTime;DateTime
PanelRequestable;pnrb_Version;Positive integer
PanelRequestable;pnrb_Requestable;INT64
PanelRequestable;pnrb_Description;String
ProcedureRequestable;pcrb_Id;INT64
ProcedureRequestable;pcrb_CreationUser;INT64
ProcedureRequestable;pcrb_CreationTime;DateTime
ProcedureRequestable;pcrb_LastUpdateUser;INT64
ProcedureRequestable;pcrb_LastUpdateTime;DateTime
ProcedureRequestable;pcrb_Version;Positive integer
ProcedureRequestable;pcrb_Requestable;INT64
Requestable;rqbl_Type;Enumerated
Request;rqst_Requestable;INT64
MaterialRequestable;mtrb_Material;INT64
PropertyRequestable;pprb_Property;INT64
ProcedureRequestable;pcrb_Procedure;INT64
Request;rqst_Type;Enumerated
AssessmentMethod;amtd_QCPrecision;Positive integer
Requestable;rqbl_ToCharge;Logical
Request;rqst_DueTime;DateTime
Country;cnty_Code;String
Request;rqst_RemoteId;String
Municipality;mncp_RemoteId;String
SpecificSite;ssit_OrderLabel;INT64
gp_Text;txt_Version;Positive integer
gp_Text;txt_Table;INT64
gp_Text;txt_Mnemonic;Mnemonic
gp_Text;txt_Id;INT64
gp_TextText;ml41_Version;Positive integer
gp_TextText;ml41_Translation;String
gp_TextText;ml41_Language;INT64
gp_TextText;ml41_Text;INT64
gp_Text;txt_Text;String
Firm;firm_Mnemonic;Mnemonic
DefaultReport;dfrp_CreationUser;INT64
